"mainnumber","Price","PromoPrice","Available",
"10106","10900.0000","9265","False",
"11165","3700.0000","3145","False",
"12224","39200.0000","33320","False",
"13727","393700.0000","334645","False",
"15401","241300.0000","205105","False",
"10417","120300.0000","102255","False",
"11476","10200.0000","8670","False",
"12535","67300.0000","57205","False",
"13924","6000.0000","5100","False",
"16614","863200.0000","733720","False",
"10614","95800.0000","81430","False",
"11673","21400.0000","18190","False",
"12732","170100.0000","144585","False",
"14359","25400.0000","15000.0000","False",
"14850","792400.0000","673540","False",
"10398","21400.0000","18190","False",
"11457","98400.0000","83640","False",
"12516","12900.0000","10965","False",
"13948","205500.0000","205500.0000","False",
"14252","12600.0000","10710","False",
"11654","92100.0000","78285","False",
"12713","28500.0000","24225","False",
"14145","117900.0000","117900.0000","False",
"14449","23300.0000","19805","False",
"14831","460000.0000","391000","False",
"10004","438800.0000","372980","False",
"11063","21400.0000","18190","False",
"11965","226600.0000","192610","False",
"13024","12900.0000","10965","False",
"13181","353900.0000","300815","False",
"13283","35100.0000","29835","False",
"15142","212400.0000","180540","False",
"10201","28500.0000","24225","False",
"11260","339800.0000","288830","False",
"12162","304500.0000","258825","False",
"13480","7100.0000","6035","False",
"10284","304500.0000","258825","False",
"11343","447900.0000","380715","False",
"12402","14700.0000","12495","False",
"13905","6000.0000","5100","False",
"10638","47500.0000","40375","False",
"11540","467100.0000","299000.0000","False",
"12599","21400.0000","18190","False",
"14492","39800.0000","33830","False",
"16835","31400.0000","26690","False",
"10949","92100.0000","78285","False",
"11851","20800.0000","14900.0000","False",
"12910","32800.0000","27880","False",
"13067","152600.0000","113000.0000","True",
"13397","58000.0000","49300","False",
"14689","32400.0000","27540","False",
"15028","67300.0000","57205","True",
"16417","112900.0000","112900.0000","False",
"10087","63900.0000","54315","False",
"11146","17900.0000","15215","False",
"12205","76400.0000","64940","False",
"13594","25200.0000","21420","False",
"10626","152400.0000","129540","False",
"11685","39200.0000","33320","False",
"12587","69700.0000","52900.0000","False",
"14019","54900.0000","35900.0000","False",
"14862","98800.0000","83980","False",
"15078","299000.0000","254150","False",
"16823","389300.0000","279900.0000","False",
"10823","25000.0000","21250","False",
"11882","25500.0000","21675","True",
"12941","50500.0000","40400.0000","True",
"13098","102700.0000","69000.0000","False",
"13314","4700.0000","3995","False",
"14378","49600.0000","42160","False",
"10232","194800.0000","165580","False",
"11134","293800.0000","189000.0000","False",
"12193","85100.0000","72335","False",
"13511","247000.0000","247000.0000","False",
"14575","82600.0000","70210","False",
"15370","438800.0000","315000.0000","False",
"16429","76400.0000","64940","False",
"16531","300.0000","255","False",
"10429","382100.0000","324785","False",
"11488","148700.0000","99000.0000","False",
"12390","593000.0000","504050","False",
"13708","47900.0000","40715","False",
"14772","20000.0000","17000","False",
"16626","58200.0000","49470","False",
"10512","0.0000","0","False",
"11571","61700.0000","52445","False",
"12630","27100.0000","23035","False",
"14133","299000.0000","254150","False",
"16709","43400.0000","36890","False",
"10709","22800.0000","19380","False",
"11768","180600.0000","153510","False",
"12827","19900.0000","12900.0000","False",
"13428","10200.0000","8670","False",
"14264","53600.0000","45560","False",
"15389","84000.0000","66000.0000","False",
"16448","99900.0000","99900.0000","False",
"10118","46100.0000","39185","False",
"11020","392700.0000","333795","False",
"12079","13600.0000","11560","False",
"13625","200200.0000","170170","False",
"14461","20000.0000","17000","False",
"15256","272500.0000","194900.0000","False",
"16645","87000.0000","87000.0000","False",
"10315","312200.0000","229000.0000","False",
"11374","261800.0000","222530","False",
"12276","235100.0000","199835","False",
"13822","114900.0000","68000.0000","False",
"14658","16100.0000","8800.0000","False",
"16842","6900.0000","5865","False",
"10550","78000.0000","66300","False",
"11609","122100.0000","103785","False",
"12668","39200.0000","27500.0000","False",
"13943","16200.0000","16200.0000","False",
"14708","28600.0000","24310","False",
"16747","307900.0000","219000.0000","False",
"10747","548500.0000","459000.0000","True",
"11806","658000.0000","559300","False",
"12865","15700.0000","13345","False",
"13238","300000.0000","255000","False",
"14983","177800.0000","151130","False",
"16866","5400.0000","4590","False",
"10156","60400.0000","51340","False",
"11058","70800.0000","60180","False",
"12117","849000.0000","721650","False",
"13435","166900.0000","166900.0000","False",
"14200","8900.0000","6500.0000","False",
"15294","44000.0000","37400","False",
"10353","270500.0000","229925","False",
"11412","8700.0000","7395","False",
"12314","269100.0000","185000.0000","False",
"13632","46100.0000","15900.0000","False",
"14397","13300.0000","11305","False",
"16652","59900.0000","59900.0000","False",
"10436","700.0000","700.0000","False",
"11495","20100.0000","17085","False",
"12554","8000.0000","6800","False",
"14057","449000.0000","449000.0000","False",
"14594","409300.0000","279000.0000","False",
"10633","5800.0000","4930","False",
"11692","93600.0000","79560","False",
"12751","1800.0000","1800.0000","True",
"13352","100100.0000","85085","False",
"10042","148700.0000","126395","False",
"11101","28500.0000","24225","False",
"12003","74600.0000","59400.0000","False",
"13062","99400.0000","79000.0000","False",
"13219","51800.0000","44030","False",
"13549","15500.0000","13175","False",
"15180","162900.0000","138465","False",
"16569","7900.0000","6715","False",
"10239","35400.0000","30090","False",
"11298","332600.0000","282710","False",
"12200","36200.0000","28900.0000","True",
"13746","114400.0000","114400.0000","False",
"14283","20000.0000","17000","False",
"16436","184100.0000","156485","False",
"16766","171900.0000","171900.0000","False",
"10778","571800.0000","486030","False",
"11837","208900.0000","145000.0000","False",
"12739","1000.0000","1000.0000","False",
"14171","56900.0000","48365","False",
"14480","22000.0000","18700","False",
"15014","15700.0000","13345","False",
"10975","566000.0000","481100","False",
"12034","81500.0000","69275","False",
"12936","499000.0000","424150","False",
"13093","15600.0000","10900.0000","False",
"13466","493400.0000","335000.0000","False",
"14677","14700.0000","12495","False",
"16486","219000.0000","186150","False",
"10227","116900.0000","65000.0000","True",
"11286","219400.0000","186490","False",
"12345","460000.0000","317990.0000","False",
"13663","229000.0000","229000.0000","False",
"16581","212400.0000","180540","False",
"10581","59600.0000","50660","False",
"11483","439900.0000","373915","False",
"12542","19400.0000","16490","False",
"13860","12500.0000","10625","False",
"10664","60900.0000","51765","False",
"11723","261800.0000","222530","False",
"12625","31400.0000","26690","False",
"14366","43000.0000","23900.0000","False",
"14900","39200.0000","33320","False",
"10861","353900.0000","300815","False",
"11920","742900.0000","499000.0000","False",
"12979","15100.0000","12835","False",
"13136","5300.0000","4505","False",
"13580","14700.0000","12495","True",
"14563","8100.0000","8100.0000","False",
"15097","34100.0000","28985","False",
"10270","186900.0000","158865","False",
"11172","34100.0000","28985","False",
"12231","307900.0000","261715","False",
"13777","216000.0000","172000.0000","False",
"15408","14300.0000","12155","False",
"16467","76900.0000","65365","False",
"10467","14300.0000","12155","False",
"11369","254900.0000","216665","False",
"12428","19400.0000","16490","False",
"13974","494000.0000","389900.0000","False",
"16664","383200.0000","249000.0000","True",
"10251","31400.0000","26690","False",
"11153","155800.0000","132430","False",
"12212","35400.0000","25900.0000","False",
"13644","800.0000","680","True",
"10448","106300.0000","90355","False",
"11507","124000.0000","105400","False",
"12409","12100.0000","10285","False",
"13841","136900.0000","136900.0000","False",
"14302","37200.0000","31620","False",
"10759","467100.0000","397035","False",
"11818","141600.0000","120360","False",
"12720","6200.0000","5270","False",
"14038","119900.0000","119900.0000","False",
"14499","29900.0000","25415","False",
"14995","102700.0000","72900.0000","False",
"10956","25000.0000","21250","False",
"12015","52400.0000","41900.0000","True",
"12917","109800.0000","93330","False",
"13074","15200.0000","12920","True",
"13333","5400.0000","4590","False",
"14696","43000.0000","25900.0000","True",
"15192","322100.0000","273785","False",
"10137","70800.0000","60180","False",
"11039","25000.0000","21250","False",
"12098","672200.0000","571370","False",
"13758","135000.0000","135000.0000","False",
"15275","85100.0000","59000.0000","False",
"16778","301900.0000","301900.0000","False",
"10334","835000.0000","709750","False",
"11393","95800.0000","81430","False",
"12295","364500.0000","309825","False",
"13955","143000.0000","121550","False",
"10645","70800.0000","60180","False",
"11704","460000.0000","391000","False",
"12606","955200.0000","811920","False",
"14152","38000.0000","32300","False",
"14385","131600.0000","111860","False",
"14881","85100.0000","59000.0000","False",
"15211","80000.0000","68000","False",
"10842","46900.0000","39865","False",
"11901","60400.0000","51340","False",
"12960","297200.0000","252620","False",
"13117","315900.0000","245000.0000","False",
"13447","29800.0000","25330","False",
"14582","56300.0000","47855","False",
"10322","162900.0000","138465","False",
"11381","3000.0000","3000.0000","False",
"12440","283000.0000","240550","False",
"13872","53600.0000","45560","False",
"16676","54000.0000","40900.0000","False",
"16892","489900.0000","489900.0000","False",
"10676","382100.0000","324785","False",
"11578","296600.0000","252110","False",
"12637","76400.0000","64940","False",
"14069","301900.0000","301900.0000","False",
"10987","127500.0000","108375","False",
"11889","10900.0000","9265","False",
"12948","7900.0000","5900.0000","False",
"13105","39200.0000","33320","False",
"14271","38500.0000","22900.0000","False",
"10125","254900.0000","149000.0000","True",
"11184","39200.0000","33320","False",
"12243","494700.0000","420495","False",
"13561","6900.0000","5865","False",
"14468","17400.0000","14790","False",
"15420","382100.0000","324785","False",
"11267","85100.0000","72335","False",
"12326","42700.0000","36295","False",
"13986","278900.0000","237065","False",
"10562","8700.0000","7395","False",
"11464","9900.0000","8415","False",
"12523","13600.0000","11560","False",
"14183","1000.0000","850","False",
"15085","199000.0000","169150","False",
"10873","41200.0000","35020","False",
"11775","410500.0000","348925","False",
"12834","45200.0000","38420","False",
"13321","42900.0000","36465","False",
"15109","63900.0000","47900.0000","True",
"10011","11700.0000","9945","True",
"11070","127500.0000","89000.0000","True",
"12129","201700.0000","171445","False",
"13031","4700.0000","3600.0000","True",
"13188","12100.0000","10285","False",
"13518","190200.0000","190200.0000","False",
"14511","41700.0000","35445","False",
"15306","20700.0000","17595","False",
"10834","265500.0000","225675","False",
"11893","16400.0000","13940","False",
"12952","49700.0000","42245","False",
"13325","2600.0000","2210","False",
"14247","17600.0000","11900.0000","False",
"16717","65900.0000","56015","False",
"10129","78000.0000","66300","False",
"11031","92100.0000","78285","False",
"12090","879600.0000","747660","False",
"13522","125200.0000","69900.0000","False",
"14444","55000.0000","46750","False",
"16542","1000.0000","850","False",
"10440","800.0000","800.0000","False",
"11342","5200.0000","4420","False",
"12401","19400.0000","16490","False",
"13719","52900.0000","44965","False",
"15264","307900.0000","261715","False",
"10637","63900.0000","54315","False",
"11696","223000.0000","189550","False",
"12598","92100.0000","78285","False",
"13916","94100.0000","79985","False",
"10720","98400.0000","83640","False",
"11779","175900.0000","149515","False",
"12838","208900.0000","177565","False",
"13439","9000.0000","7650","False",
"16459","118900.0000","118900.0000","False",
"16603","106300.0000","90355","False",
"10015","113400.0000","96390","False",
"11074","46900.0000","39865","False",
"11976","158000.0000","134300","False",
"13035","449400.0000","381990","False",
"13636","3500.0000","2975","False",
"14330","2900.0000","2465","False",
"14839","247800.0000","169000.0000","False",
"10326","70800.0000","60180","False",
"11385","800.0000","800.0000","False",
"12287","270500.0000","159000.0000","False",
"13189","15700.0000","13345","False",
"13833","97300.0000","82705","False",
"14684","22000.0000","18700","False",
"15150","269700.0000","229245","True",
"10523","186900.0000","158865","False",
"11582","297200.0000","252620","False",
"12484","134600.0000","114410","False",
"14030","349900.0000","297415","False",
"15089","33400.0000","28390","False",
"10003","0.0000","0","False",
"11062","21400.0000","18190","False",
"12121","16400.0000","13940","False",
"13023","127500.0000","108375","False",
"13553","10600.0000","9010","False",
"14984","219400.0000","186490","False",
"16573","159500.0000","135575","False",
"10200","368100.0000","195000.0000","False",
"11259","190500.0000","161925","False",
"12318","261800.0000","179000.0000","False",
"13220","42700.0000","36295","False",
"13750","309300.0000","262905","False",
"14373","152000.0000","129200","False",
"15181","184100.0000","156485","False",
"10668","38400.0000","32640","False",
"11570","93600.0000","79560","False",
"12629","11900.0000","10115","False",
"13947","205500.0000","35900.0000","False",
"14570","56300.0000","47855","False",
"10865","269100.0000","169000.0000","False",
"11767","155800.0000","132430","False",
"12826","7300.0000","6205","False",
"14144","117900.0000","117900.0000","False",
"14767","34400.0000","29240","False",
"14787","14000.0000","11900","False",
"16748","19400.0000","16490","False",
"10948","117600.0000","99960","True",
"12007","43400.0000","34400.0000","True",
"12909","116900.0000","99365","False",
"13510","212300.0000","183000.0000","False",
"16530","700.0000","595","False",
"16831","27100.0000","23035","True",
"10243","35400.0000","12000.0000","True",
"11145","11400.0000","9690","False",
"12204","34100.0000","28985","False",
"13106","32800.0000","21100.0000","False",
"13864","1500.0000","1275","False",
"14259","72800.0000","45000.0000","True",
"16884","299900.0000","299900.0000","False",
"10554","198200.0000","168470","False",
"11456","85100.0000","72335","False",
"12515","22800.0000","19380","False",
"14061","184500.0000","184500.0000","False",
"14456","39800.0000","33830","False",
"10751","27700.0000","23545","False",
"11810","16400.0000","9900.0000","False",
"12712","18600.0000","15810","False",
"14653","20000.0000","17000","False",
"10535","166300.0000","141355","False",
"11437","35400.0000","30090","False",
"12496","445900.0000","379015","False",
"13928","1500.0000","1275","False",
"14703","13300.0000","11305","False",
"15359","98400.0000","83640","False",
"16418","0","0","False",
"10732","283000.0000","240550","True",
"11791","382100.0000","324785","False",
"12693","70800.0000","60180","False",
"14125","3000.0000","2550","False",
"16615","60400.0000","51340","False",
"16861","5100.0000","4335","False",
"11043","98800.0000","83980","False",
"12102","197400.0000","167790","False",
"13004","452900.0000","329000.0000","False",
"13420","21700.0000","18445","False",
"14965","56800.0000","48280","False",
"15381","87000.0000","87000.0000","False",
"16440","115000.0000","55900.0000","False",
"10181","424600.0000","360910","False",
"11240","21400.0000","18190","False",
"12299","34100.0000","28985","False",
"13201","48300.0000","41055","False",
"13617","145200.0000","123420","False",
"14392","9700.0000","8245","False",
"15162","8000.0000","6800","False",
"16637","45900.0000","45900.0000","False",
"10421","109800.0000","93330","False",
"11323","684800.0000","529000.0000","False",
"12382","4000.0000","3400","False",
"14042","3000.0000","2550","False",
"14589","56300.0000","47855","False",
"15245","17900.0000","9900.0000","True",
"10618","51000.0000","43350","False",
"11677","799600.0000","679660","False",
"12579","30700.0000","26095","False",
"14786","27300.0000","23205","False",
"16501","175900.0000","149515","False",
"10929","265500.0000","225675","False",
"11988","537800.0000","457130","False",
"12890","116200.0000","98770","False",
"13534","252400.0000","123000.0000","False",
"14851","39200.0000","33320","False",
"16554","4800.0000","4080","False",
"10224","14300.0000","12155","True",
"11126","134600.0000","89000.0000","True",
"12185","106300.0000","90355","False",
"13087","37000.0000","31450","False",
"13731","128000.0000","128000.0000","False",
"14278","37800.0000","18000.0000","False",
"15048","44000.0000","37400","False",
"10606","51800.0000","44030","False",
"11665","32000.0000","27200","False",
"12724","20100.0000","12900.0000","False",
"14156","89900.0000","89900.0000","False",
"14475","21200.0000","18020","False",
"15058","54000.0000","45900","False",
"10960","21400.0000","18190","False",
"11862","60400.0000","51340","False",
"12921","12900.0000","10965","False",
"13294","2300.0000","1955","False",
"14672","18000.0000","15300","False",
"10212","243500.0000","206975","False",
"11271","449400.0000","381990","False",
"12173","63900.0000","47900.0000","False",
"13075","9900.0000","8415","True",
"13491","50500.0000","42925","False",
"10409","7300.0000","7300.0000","False",
"11468","20800.0000","17680","False",
"12527","211600.0000","169000.0000","True",
"13845","1500.0000","1275","False",
"10649","39200.0000","33320","False",
"11551","489700.0000","385000.0000","False",
"12610","63900.0000","54315","False",
"14361","85900.0000","73015","False",
"10846","127500.0000","108375","False",
"11748","27100.0000","23035","False",
"12807","51000.0000","43350","False",
"13408","4100.0000","3485","False",
"14558","2200.0000","1870","False",
"16729","159400.0000","112500.0000","False",
"10098","17900.0000","15215","False",
"11157","95800.0000","81430","False",
"12216","28500.0000","18990.0000","False",
"13605","382400.0000","325040","False",
"14755","26500.0000","12900.0000","False",
"10295","20100.0000","20100.0000","False",
"11354","26300.0000","22355","False",
"12413","304500.0000","258825","False",
"13158","43700.0000","37145","False",
"13959","4000.0000","3400","False",
"15276","81500.0000","39000.0000","False",
"10687","481100.0000","289000.0000","False",
"11589","45300.0000","38505","False",
"12648","311400.0000","264690","False",
"14080","121000.0000","121000.0000","False",
"10884","82300.0000","69955","False",
"11786","140400.0000","119340","False",
"12845","2200.0000","1700.0000","True",
"14297","3100.0000","2635","False",
"10136","85100.0000","72335","False",
"11195","233600.0000","198560","False",
"12097","509600.0000","433160","False",
"13572","14100.0000","11985","False",
"14494","15300.0000","13005","False",
"15117","134600.0000","114410","False",
"16592","269000.0000","228650","False",
"10333","686300.0000","583355","False",
"11392","74600.0000","63410","False",
"12451","1277100.0000","955000.0000","True",
"13196","43900.0000","36900.0000","False",
"13769","198000.0000","98000.0000","False",
"14691","25200.0000","21420","False",
"15314","24200.0000","20570","False",
"10573","49700.0000","34900.0000","False",
"11475","9500.0000","8075","False",
"12534","67300.0000","57205","False",
"14194","75000.0000","63750","False",
"15397","200.0000","200.0000","False",
"10770","26300.0000","22355","False",
"11829","230700.0000","196095","False",
"12731","75200.0000","63920","False",
"13332","10400.0000","8840","False",
"10022","177000.0000","150450","False",
"11081","196800.0000","167280","False",
"12140","70800.0000","60180","False",
"13042","898600.0000","763810","False",
"13529","213000.0000","181050","False",
"14380","89300.0000","75905","False",
"15003","39200.0000","33320","False",
"16549","2600.0000","2210","False",
"10219","70800.0000","60180","False",
"11278","175600.0000","149260","False",
"12337","10900.0000","9265","False",
"13883","89000.0000","74000.0000","False",
"14577","53600.0000","45560","False",
"15200","237200.0000","201620","False",
"10758","290300.0000","246755","False",
"11817","14300.0000","12155","False",
"12876","43400.0000","36890","False",
"13249","4500.0000","3825","False",
"14774","30600.0000","26010","False",
"15210","54300.0000","46155","False",
"10053","45300.0000","32000.0000","False",
"10955","15100.0000","12835","False",
"12014","56800.0000","39900.0000","True",
"13446","23700.0000","20145","False",
"14877","1117900.0000","950215","False",
"10364","49700.0000","29900.0000","False",
"11423","247800.0000","210630","False",
"12325","408300.0000","347055","False",
"13227","329100.0000","279735","False",
"13643","6400.0000","5440","False",
"14266","102400.0000","87040","False",
"15188","39200.0000","33320","False",
"10561","113400.0000","96390","False",
"11620","49700.0000","42245","False",
"12522","16400.0000","13940","False",
"13840","43900.0000","43900.0000","False",
"14463","37200.0000","31620","False",
"10644","88600.0000","75310","False",
"11703","304500.0000","258825","False",
"12762","600.0000","600.0000","True",
"13363","9300.0000","7905","False",
"16684","72400.0000","57900.0000","False",
"10998","301000.0000","199000.0000","False",
"11900","27700.0000","23545","False",
"12959","98400.0000","83640","False",
"13560","248400.0000","248400.0000","False",
"16580","68700.0000","58395","False",
"16881","177000.0000","150450","False",
"10250","0.0000","0","False",
"11309","28500.0000","24225","False",
"12211","87900.0000","74715","False",
"13113","16400.0000","13940","False",
"13757","253400.0000","253400.0000","False",
"15074","16400.0000","13940","False",
"10447","63900.0000","54315","False",
"11506","104900.0000","89165","False",
"12565","955200.0000","811920","False",
"13954","389900.0000","299900.0000","False",
"14349","14000.0000","11900","False",
"15428","27700.0000","23545","False",
"10231","28500.0000","24225","False",
"11290","95800.0000","81430","False",
"12192","43900.0000","37315","False",
"13094","12100.0000","10900.0000","False",
"13624","22700.0000","19295","False",
"14399","9500.0000","5500.0000","False",
"15055","307900.0000","261715","False",
"16644","55900.0000","55900.0000","False",
"10428","317900.0000","270215","False",
"11487","516600.0000","359000.0000","False",
"12546","70800.0000","60180","False",
"13821","82500.0000","82500.0000","False",
"14596","329400.0000","229000.0000","False",
"15409","22800.0000","19380","True",
"10739","593700.0000","504645","False",
"11798","130900.0000","111265","True",
"12857","307900.0000","215000.0000","False",
"14175","309000.0000","262650","False",
"15077","270000.0000","229500","False",
"16622","62500.0000","53125","True",
"10034","46100.0000","39185","False",
"10936","184100.0000","109000.0000","False",
"11995","460000.0000","391000","False",
"13054","516600.0000","439110","False",
"13313","3600.0000","3060","False",
"14858","106300.0000","90355","False",
"10117","46100.0000","39185","False",
"11176","643900.0000","547315","False",
"12235","549900.0000","467415","False",
"13738","2000.0000","1700","False",
"14285","23300.0000","12000.0000","False",
"15098","461900.0000","392615","False",
"16758","149000.0000","126650","False",
"10314","36200.0000","30770","False",
"11373","216700.0000","139000.0000","False",
"12432","390300.0000","331755","False",
"13177","70800.0000","54900.0000","False",
"13935","188700.0000","126300.0000","False",
"14482","25200.0000","21420","False",
"15295","58200.0000","49470","False",
"10625","276000.0000","169000.0000","False",
"11684","37000.0000","31450","False",
"12743","1300.0000","1300.0000","True",
"16665","636800.0000","541280","False",
"10979","60400.0000","51340","False",
"11881","32000.0000","27200","True",
"12940","37400.0000","29900.0000","True",
"13427","18000.0000","15300","False",
"15388","63000.0000","38000.0000","False",
"16447","179000.0000","152150","False",
"10459","10900.0000","9265","False",
"11361","35400.0000","30090","False",
"12420","170100.0000","144585","False",
"13852","1500.0000","1275","False",
"15283","116900.0000","49000.0000","False",
"16872","209000.0000","177650","False",
"10656","127500.0000","108375","False",
"11715","32000.0000","27200","False",
"12617","41200.0000","35020","False",
"14049","379000.0000","322150","False",
"14368","36500.0000","23900.0000","False",
"10967","45800.0000","38930","True",
"12026","29900.0000","25415","False",
"12928","73000.0000","62050","False",
"13344","2100.0000","1785","False",
"14722","10700.0000","9095","False",
"14889","205500.0000","174675","False",
"16850","2000.0000","1700","False",
"10262","21800.0000","18530","False",
"11164","3700.0000","3145","False",
"12223","601400.0000","511190","False",
"13125","205500.0000","174675","False",
"13541","65300.0000","65300.0000","False",
"15086","758600.0000","644810","False",
"16561","1300.0000","1105","False",
"10345","636800.0000","541280","False",
"11404","187600.0000","159460","False",
"12306","81500.0000","69275","False",
"13208","22000.0000","18700","False",
"13966","149900.0000","127415","False",
"15169","85100.0000","72335","False",
"10542","170100.0000","144585","False",
"11601","42700.0000","36295","False",
"12503","75000.0000","63750","False",
"14163","80000.0000","47000.0000","False",
"14411","9500.0000","5500.0000","False",
"15222","201000.0000","170850","False",
"16425","155800.0000","132430","False",
"10853","944900.0000","803165","False",
"11912","76400.0000","64940","False",
"12971","263300.0000","223805","False",
"13458","24400.0000","20740","False",
"14608","805200.0000","529000.0000","False",
"16736","315000.0000","239000.0000","False",
"10148","63900.0000","54315","False",
"11050","816000.0000","693600","False",
"12109","290300.0000","246755","False",
"13655","5300.0000","4505","False",
"14972","12100.0000","8800.0000","True",
"10383","127500.0000","89900.0000","False",
"11442","199500.0000","145000.0000","True",
"12344","353900.0000","300815","False",
"13776","169000.0000","169000.0000","False",
"14698","32400.0000","27540","False",
"10580","25000.0000","21250","False",
"11639","34900.0000","29665","False",
"12541","12900.0000","10965","False",
"13973","96900.0000","96900.0000","False",
"16463","240600.0000","159990.0000","False",
"10891","46100.0000","39185","False",
"11950","175600.0000","149260","False",
"13009","615700.0000","379000.0000","False",
"13268","33600.0000","28560","False",
"14813","14300.0000","12155","False",
"16774","26300.0000","22355","False",
"10186","21800.0000","18530","False",
"11088","109800.0000","93330","False",
"12147","403400.0000","342890","False",
"13465","418300.0000","119900.0000","False",
"14387","131600.0000","111860","False",
"15010","16400.0000","13940","False",
"16485","209000.0000","177650","False",
"10269","315000.0000","267750","False",
"11328","336300.0000","285855","False",
"12230","1570600.0000","1335010","False",
"13132","5300.0000","4505","False",
"13890","182900.0000","155465","False",
"14741","27300.0000","23205","False",
"14949","3200.0000","2720","False",
"10466","15100.0000","12835","False",
"11525","17900.0000","15215","False",
"12584","48300.0000","33900.0000","False",
"14087","70900.0000","70900.0000","False",
"10777","219400.0000","186490","False",
"11836","208900.0000","177565","False",
"12895","378700.0000","239000.0000","False",
"13382","9100.0000","5000.0000","False",
"16660","197800.0000","168130","False",
"10072","193800.0000","129000.0000","True",
"10974","15700.0000","13345","False",
"12033","60400.0000","51340","False",
"13579","4500.0000","3825","False",
"14430","25200.0000","21420","False",
"14896","46100.0000","39185","False",
"16599","409000.0000","347650","False",
"10611","25500.0000","21675","False",
"11513","5200.0000","4420","False",
"12572","70800.0000","60180","False",
"14004","75800.0000","64430","False",
"14627","349900.0000","219000.0000","True",
"15063","96900.0000","82365","False",
"10808","76900.0000","65365","False",
"11710","42700.0000","36295","False",
"12769","700.0000","700.0000","True",
"16691","95800.0000","81900.0000","False",
"10060","1026000.0000","872100","False",
"11119","3200.0000","2720","False",
"12178","67300.0000","57205","False",
"13496","129300.0000","49900.0000","False",
"15041","38400.0000","32640","False",
"16516","69000.0000","39000.0000","False",
"10257","247800.0000","210630","False",
"11316","659900.0000","509000.0000","False",
"12375","27100.0000","23035","False",
"13120","241300.0000","174900.0000","True",
"13693","148800.0000","148800.0000","False",
"14316","49600.0000","33000.0000","False",
"15238","13600.0000","11560","False",
"10497","99200.0000","84320","False",
"11399","153700.0000","130645","False",
"12458","29900.0000","25415","False",
"14118","37500.0000","37500.0000","False",
"14513","49600.0000","42160","False",
"15321","53200.0000","45220","False",
"10694","368100.0000","312885","False",
"11753","813800.0000","691730","False",
"12655","170100.0000","144585","False",
"13256","4100.0000","3485","False",
"14710","15300.0000","13005","False",
"15374","238900.0000","238900.0000","False",
"11005","445900.0000","379015","False",
"12064","98800.0000","83980","False",
"12966","233600.0000","198560","False",
"13453","80800.0000","68680","False",
"14927","81500.0000","69275","False",
"16630","56000.0000","31900.0000","False",
"10300","14300.0000","12155","False",
"11202","21800.0000","18530","False",
"12261","50400.0000","39900.0000","True",
"13163","12900.0000","10965","False",
"13807","100000.0000","100000.0000","False",
"14202","19800.0000","13900.0000","False",
"15124","155100.0000","131835","False",
"10986","21800.0000","18530","False",
"12045","39200.0000","33320","False",
"12947","32800.0000","27880","False",
"13477","314600.0000","267410","False",
"14908","624400.0000","399000.0000","True",
"16869","866800.0000","736780","False",
"10281","74600.0000","63410","False",
"11183","67300.0000","57205","False",
"12242","336300.0000","285855","False",
"13144","18600.0000","15810","False",
"13674","17400.0000","14790","False",
"15105","78800.0000","62900.0000","False",
"10592","15600.0000","13260","False",
"11494","99200.0000","84320","False",
"12553","81500.0000","69275","False",
"13871","193000.0000","164050","False",
"14646","23300.0000","19805","False",
"15416","44000.0000","37400","True",
"10789","212400.0000","180540","False",
"11848","16400.0000","12900.0000","False",
"12750","900.0000","900.0000","True",
"14068","189000.0000","189000.0000","False",
"16672","112600.0000","95710","False",
"10872","74600.0000","63410","False",
"11931","92100.0000","78285","False",
"12990","19400.0000","16490","False",
"13434","82300.0000","69955","False",
"14794","315000.0000","267750","False",
"16755","98800.0000","83980","False",
"10167","5800.0000","5800.0000","False",
"11069","155800.0000","132430","False",
"12128","247800.0000","210630","False",
"13788","87500.0000","87500.0000","False",
"14335","3300.0000","2805","False",
"14991","141600.0000","120360","False",
"10478","60400.0000","51340","False",
"11380","2400.0000","2400.0000","False",
"12439","495400.0000","421090","False",
"13985","273900.0000","232815","False",
"14532","14000.0000","8900.0000","False",
"15302","17900.0000","15215","False",
"10675","375100.0000","318835","False",
"11734","67600.0000","57460","False",
"12636","60400.0000","51340","False",
"14182","483000.0000","410550","False",
"14729","29900.0000","25415","False",
"10155","240600.0000","204510","False",
"11214","10900.0000","9265","False",
"12116","604600.0000","513910","False",
"13548","13900.0000","11815","False",
"16568","9500.0000","8075","False",
"10352","177000.0000","150450","False",
"11411","8700.0000","7395","False",
"12470","486900.0000","413865","False",
"13215","124000.0000","105400","False",
"13902","124100.0000","124100.0000","False",
"14221","9500.0000","8075","False",
"15333","20100.0000","17085","False",
"10663","92100.0000","78285","False",
"11722","254900.0000","216665","False",
"12781","3600.0000","3600.0000","False",
"14099","118000.0000","100300","False",
"14418","7500.0000","6375","True",
"16703","161200.0000","128900.0000","True",
"11017","63900.0000","54315","False",
"11919","186900.0000","129000.0000","False",
"12978","23500.0000","19975","False",
"13237","643500.0000","546975","False",
"14615","547900.0000","465715","False",
"10041","138200.0000","117470","False",
"11100","50500.0000","42925","False",
"12159","16400.0000","13940","False",
"13061","78100.0000","54500.0000","True",
"13662","229000.0000","229000.0000","False",
"15022","19600.0000","16660","False",
"10238","65300.0000","55505","False",
"11297","372200.0000","316370","False",
