suppliernumber,name,supplier_1,supplier_3,supplier_4,ЕАН,categories_Arm-1,categories_Arm-2,categories_Arm-3,categories_Rus-1,categories_Rus-2,categories_Rus-3,categories_Eng-1,categories_Eng-2,categories_Eng-3,propertyGroupName,brandName_1,brandName_4,brandName_3,countryName_1,countryName_3,countryName_4,name_3,name_4,Price,image_path,InStock,Unit
00033895,Նուկ ծծակ 736327 սիլիկոնե Ռոզ ընդ Բլյու 6-18 ամսական,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4008600313434,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Նուկ,Нук,Nuk,Գերմանիա,Germany,Германия,Nuk silicone pacifier 736327 orthodontic pink 6-8m,Нук Пустышка силикон 736327 ортодонт. Роз&Блю 6-18 мес.,2750,https://old.alfapharm.am/ma_img/big/00033895.png,2,տուփ
00034593,"Նուկ ծծակ սիլիկոնե 739482 ""Ֆեյշն"" 18-36 ամսական",Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4008600313489,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Նուկ,Нук,Nuk,Գերմանիա,Germany,Германия,"Nuk Silicone Pacifier 739482 ""Fashion"" orthodontic 18-36 months","Нук Пустышка силикон 739482 ""Фейшн"" ортодонт. 18-36 мес.",2700,https://old.alfapharm.am/ma_img/big/00034593.png,2,տուփ
00030603,Նուկ ծծակ սիլիկոնե 739680(739481) օրթոդոնտ 18-36 ամսական,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4008600380047,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Նուկ,Нук,Nuk,Գերմանիա,Germany,Германия,undefined,Нук Пустышка силикон 739680(739481) ортодонт. 18-36 мес.,2750,https://old.alfapharm.am/ma_img/big/00030603.png,4,տուփ
00030921,Ավենտ ծծակ սիլիկոնե ճկուն 0-3ամսական 2հատ 194/01,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,8710103742975,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Ֆիլիպս Ավենտ,Филипс Авент,Philips Avent,ԱՄՆ,USA,США,Avent Silicone pacifier 0-3month x 2 194/01 flexible mouthpiece,Авент Пустышка силикон. 0-3мес. х 2 194/01 гибкий нагубник,7000,https://old.alfapharm.am/ma_img/big/00030921.png,4,տուփ
00030808,Ավենտ ծծակ սիլիկոնե ճկուն 0-3ամսական 2հատ 194/02,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,8710103743019,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Ֆիլիպս Ավենտ,Филипс Авент,Philips Avent,ԱՄՆ,USA,США,undefined,Авент Пустышка силикон. 0-3мес. х 2 194/02 гибкий нагубник,7000,https://old.alfapharm.am/ma_img/big/00030808.png,6,տուփ
00032978,Ավենտ ծծակ սիլիկոնե 0-6ամսական 2հատ 222/20 (178/26),Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,8710103803836,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Ֆիլիպս Ավենտ,Филипс Авент,Philips Avent,Մեծ Բրիտանիա,Great Britain,Великобритания,undefined,Авент Пустышка силикон. 0-6мес. х 2 222/20 (178/26) ,5300,https://old.alfapharm.am/ma_img/big/00032978.png,1,տուփ
00032977,Ավենտ ծծակ սիլիկոնե 0-6 ամսական x 2 376/12,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,8710103901761,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Ֆիլիպս Ավենտ,Филипс Авент,Philips Avent,Մեծ Բրիտանիա,Great Britain,Великобритания,undefined,Авент Пустышка силикон. 0-6мес. х 2 376/12,5300,https://old.alfapharm.am/ma_img/big/00032977.png,1,տուփ
00030816,Ավենտ ծծակ սիլիկոնե 6-18ամսական 2հատ 343/22 (176/24),Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,8710103845973,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Ֆիլիպս Ավենտ,Филипс Авент,Philips Avent,Մեծ Բրիտանիա,Great Britain,Великобритания,Avent silicone pacifier 6-18m x 2 343/22 (176/24) glow in the dark,Авент Пустышка силикон. 6-18мес. х 2 343/22 (176/24),5300,https://old.alfapharm.am/ma_img/big/00030816.png,3,տուփ
00032972,Ավենտ ծծակ սիլիկոնե տղաների հ-ր 0-6 x 2 169/38,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,8710103811305,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Ֆիլիպս Ավենտ,Филипс Авент,Philips Avent,Մեծ Բրիտանիա,Great Britain,Великобритания,undefined,Авент Пустышка силикон. д/мальчиков 0-6 мес x 2 169/38 ,5300,https://old.alfapharm.am/ma_img/big/00032972.png,1,տուփ
00022917,Ավենտ ծծակ սիլիկոնե 0-6ամսական x 2 245/20,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,8710103845331,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Ֆիլիպս Ավենտ,Филипс Авент,Philips Avent,Մեծ Բրիտանիա,Great Britain,Великобритания,undefined,Авент Пустышка силикон. ортодонт. 0-6мес. x 2 245/20,5200,https://old.alfapharm.am/ma_img/big/00022917.png,3,տուփ
00022916,Ավենտ ծծակ սիլիկոնե 0-6ամսական x 2 376/11,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,8710103901747,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Ֆիլիպս Ավենտ,Филипс Авент,Philips Avent,Մեծ Բրիտանիա,Great Britain,Великобритания,undefined,Авент Пустышка силикон. ортодонт. 0-6мес. x 2 376/11,5300,https://old.alfapharm.am/ma_img/big/00022916.png,4,տուփ
00025222,Ավենտ ծծակ սիլիկոնե օրթոդոնտիկ 0-6ամսական 2հատ 227/20 (172/50),Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,8710103804093,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Ֆիլիպս Ավենտ,Филипс Авент,Philips Avent,Մեծ Բրիտանիա,Great Britain,Великобритания,undefined,Авент Пустышка силикон. ортодонт. 0-6мес. х2 227/20 (172/50),5300,https://old.alfapharm.am/ma_img/big/00025222.png,1,տուփ
00033915,Ավենտ ծծակ սիլիկոնե օրթոդոնտիկ 0-6ամսական 2հատ 345/20,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,8710103846031,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Ֆիլիպս Ավենտ,Филипс Авент,Philips Avent,Մեծ Բրիտանիա,Great Britain,Великобритания,Avent silicone pacifier orthodontic 0-6m x2 345/20,Авент Пустышка силикон. ортодонт. 0-6мес. х2 345/20,5300,https://old.alfapharm.am/ma_img/big/00033915.png,2,տուփ
00033917,Ավենտ ծծակ սիլիկոնե 6-18ամսական 2հատ 344/22,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,8710103846017,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Ֆիլիպս Ավենտ,Филипс Авент,Philips Avent,Մեծ Բրիտանիա,Great Britain,Великобритания,Avent silicone pacifier orthodontic 6-18 x2 344/22,Авент Пустышка силикон. ортодонт. 6-18мес. х 2 344/22,5300,https://old.alfapharm.am/ma_img/big/00033917.png,4,տուփ
00033918,Ավենտ ծծակ սիլիկոնե 6-18ամսական 2հատ 345/22,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,8710103846123,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Ֆիլիպս Ավենտ,Филипс Авент,Philips Avent,Մեծ Բրիտանիա,Great Britain,Великобритания,Avent silicone pacifier orthodontic 6-18 x2 345/22,Авент Пустышка силикон. ортодонт. 6-18мес. х 2 345/22,5300,https://old.alfapharm.am/ma_img/big/00033918.png,4,տուփ
00037593,Ավենտ ծծակ սիլիկոնե օրթոդոնտիկ վարդագույն 0-6ամսական 546/12,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,8710103873280,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Ֆիլիպս Ավենտ,Филипс Авент,Philips Avent,Մեծ Բրիտանիա,Great Britain,Великобритания,undefined,Авент Пустышка силикон. ортодонт. д/девочек 6-18мес. 546/12,3600,https://old.alfapharm.am/ma_img/big/00037593.png,2,տուփ
00037594,Ավենտ ծծակ սիլիկոնե օրթոդոնտիկ կապույտ 0-6ամսական 542/12,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,8710103873198,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Ֆիլիպս Ավենտ,Филипс Авент,Philips Avent,Մեծ Բրիտանիա,Great Britain,Великобритания,undefined,Авент Пустышка силикон. ортодонт. д/мальчиков 6-18мес. 542/12,3600,https://old.alfapharm.am/ma_img/big/00037594.png,2,տուփ
00037592,Ավենտ ծծակ սիլիկոնե օրթոդոնտիկ կապույտ 0-6ամսական 544/10,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,8710103873228,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Ֆիլիպս Ավենտ,Филипс Авент,Philips Avent,Մեծ Բրիտանիա,Great Britain,Великобритания,undefined,Авент Пустышка силикон. ортодонт. д/мальчиков 0-6мес. 544/10,3600,https://old.alfapharm.am/ma_img/big/00037592.png,2,տուփ
00022906,Ավենտ ծծակ սիլիկոնե օրթոդոնտիկ 0-6ամսական 2հատ 342/20 (172/18),Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,8710103845942,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Ֆիլիպս Ավենտ,Филипс Авент,Philips Avent,Գերմանիա,Germany,Германия,Avent Silicone pacifier orthodontic classic 0-6m x2 342/20 (172/18),Авент Пустышка силикон. ортодонт.классик 0-6мес. х2 342/20 (172/18),5300,https://old.alfapharm.am/ma_img/big/00022906.png,2,տուփ
00037790,Ավենտ ծծակ սիլիկոնե Ուլտրա Սոֆթ աղջիկների համար 6-18ամսական 2հատ 223/04,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,8710103938606,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Ֆիլիպս Ավենտ,Филипс Авент,Philips Avent,Մեծ Բրիտանիա,Great Britain,Великобритания,undefined,Авент Пустышка Ултра Софт силикон. д/девочек 6-18мес x 2 223/04,5400,https://old.alfapharm.am/ma_img/big/00037790.png,3,տուփ
00037791,Ավենտ ծծակ սիլիկոնե Ուլտրա Էյր տղաների համար 0-6ամսական 2հատ 085/01,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,8710103942689,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Ֆիլիպս Ավենտ,Филипс Авент,Philips Avent,Մեծ Բրիտանիա,Great Britain,Великобритания,undefined,Авент Пустышка Ултра Эйр силикон. д/мальчиков 0-6мес x 2 085/01,5300,https://old.alfapharm.am/ma_img/big/00037791.png,1,տուփ
00037793,Ավենտ ծծակ սիլիկոնե Ուլտրա Էյր աղջիկների համար 0-6ամսական 2հատ 085/02,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,8710103942726,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Ֆիլիպս Ավենտ,Филипс Авент,Philips Avent,Մեծ Բրիտանիա,Great Britain,Великобритания,undefined,Авент Пустышка Ултра Эйр силикон. д/девочек 0-6мес x 2 085/02,5300,https://old.alfapharm.am/ma_img/big/00037793.png,3,տուփ
00037789,Ավենտ ծծակ սիլիկոնե Ուլտրա Էյր աղջիկների համար 6-18ամսական 2հատ 085/04,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,8710103942801,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Ֆիլիպս Ավենտ,Филипс Авент,Philips Avent,Մեծ Բրիտանիա,Great Britain,Великобритания,undefined,Авент Пустышка Ултра Эйр силикон. д/девочек 6-18мес x 2 085/04,5300,https://old.alfapharm.am/ma_img/big/00037789.png,3,տուփ
00037792,Ավենտ ծծակ սիլիկոնե Ուլտրա Էյր Հեփփի տղաների համար 6-18ամսական 2հատ 080/15,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,8710103953654,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Ֆիլիպս Ավենտ,Филипс Авент,Philips Avent,Մեծ Բրիտանիա,Great Britain,Великобритания,undefined,Авент Пустышка Ултра Эйр Хеппи силикон. д/мальчиков 6-18мес x 2 080/15,5300,https://old.alfapharm.am/ma_img/big/00037792.png,4,տուփ
00034691,Կանպոլ ծծակ սիլիկոնե 1/098 կաթի շշի համար 0-6ամսական 1/099,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407010991,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol silicone teat 1/099 (for anti-colic bottle 1/098) 0-6 months,"Канпол соска силикон, 1/099(для антиколиковой бутылочки 1/098) 0-6м ",4950,https://old.alfapharm.am/ma_img/big/00034691.png,8,հատ
00032533,Կանպոլ ծծակ սիլիկոնե 3ամսականից 2հատ 18/115,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407181158,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Silicone teat 18/115 slow 3m+ x2,Канпол Соска силикон. 18/115 медленная 3м+ 2шт,1080,https://old.alfapharm.am/ma_img/big/00032533.png,10,հատ
00032534,Կանպոլ ծծակ սիլիկոնե 18/116 6ամսականից 2հատ,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407181165,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Silicone teat 18/116 medium 6m+ x2,Канпол Соска силикон. 18/116 средняя 6м+ 2шт,1080,https://old.alfapharm.am/ma_img/big/00032534.png,10,հատ
00032535,Կանպոլ ծծակ սիլիկոնե արագ հոսք 12ամսականից 2հատ 18/117,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407181172,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Silicone teat 18/117 fast 12m+ x2,Канпол Соска силикон. 18/117 быстрая 12м+ 2шт,1080,https://old.alfapharm.am/ma_img/big/00032535.png,10,հատ
00032536,Կանպոլ ծծակ սիլիկոնե 3ամսականից 18/130,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407181301,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Silicone teat 18/130 variable flow 3m+,Канпол Соска силикон. 18/130 переменный ток 3м+,520,https://old.alfapharm.am/ma_img/big/00032536.png,11,հատ
00032537,Կանպոլ ծծակ սիլիկոնե 2ամսականից 18/314,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407183145,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Silicone teat 18/314 2m+,Канпол Соска силикон. 18/314 2м+,480,https://old.alfapharm.am/ma_img/big/00032537.png,11,հատ
00032793,Կանպոլ ծծակ սիլիկոնե դանդաղ հոսք 3ամսականից 18/315,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407183152,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol silicone teat 18/315 slow 3m+,Канпол Соска силикон. 18/315 медленная 3м+,480,https://old.alfapharm.am/ma_img/big/00032793.png,9,հատ
00032538,Կանպոլ ծծակ սիլիկոնե 2ամսականից 18/316,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407183169,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Silicone teat 18/316 2m+,Канпол Соска силикон. 18/316 2м+,480,https://old.alfapharm.am/ma_img/big/00032538.png,10,հատ
00032539,Կանպոլ ծծակ սիլիկոնե արագ հոսք12ամսականից 18/317,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407183176,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Silicone teat 18/317 fast 2m+,Канпол Соска силикон. 18/317 быстрая 2м+,520,https://old.alfapharm.am/ma_img/big/00032539.png,10,հատ
00032540,Կանպոլ ծծակ սիլիկոնե շիլայի համար 6ամսականից 18/318,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407183183,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Silicone teat 18/318 for porridge 6m+,Канпол Соска силикон. 18/318 д/каши 6м+,520,https://old.alfapharm.am/ma_img/big/00032540.png,10,հատ
00009327,Կանպոլ ծծակ սիլիկոնե օրթոդոնտ դանդաղ հոսք 3ամսականից 18/325,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407183251,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Silicone teat 18/325 orthodontic slow 3m +,Канпол Соска силикон. 18/325 ортодонт. медленная 3м+,500,https://old.alfapharm.am/ma_img/big/00009327.png,2,հատ
00010141,Կանպոլ Ծծակ սիլիկոնե 21/722,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407217222,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,undefined,Канпол Соска силикон. 21/722 быстрая 1шт,800,https://old.alfapharm.am/ma_img/big/00010141.png,6,հատ
00032794,Կանպոլ ծծակ սիլիկոնե օրթոդոնտ միջին հոսք 6ամսականից 18/326,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,undefined,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol silicone teat 18/326 orthodontic medium 6m+,Канпол Соска силикон. 18/326 ортодонт. средняя 6м+,500,https://old.alfapharm.am/ma_img/big/00032794.png,1,հատ
00035572,Պոմա ծծակ սիլիկոնե կաթի համար 6ամսականից 411,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094175643,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,Poma milk Silicone pacifier 6m+ 411,"Пома Соска молочная силикон, 6м+ 411",330,https://old.alfapharm.am/ma_img/big/00035572.png,6,հատ
00035573,Պոմա ծծակ կաթի սիլիկոնե լայն բերանով շշերի համար 6ամսականից 2հատ 2311,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094173953,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,Poma milk pacifier 2311,"Пома Соска молочная силикон, для шир горл 6м+ 2шт 2311",1400,https://old.alfapharm.am/ma_img/big/00035573.png,7,հատ
00035527,Պոմա ծծակ կաթի սիլիկոնե 0ամսականից 111,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094170150,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,Poma Silicone milk teat 0m+ 111,Пома Соска молочная силикон. 0м+ 111,400,https://old.alfapharm.am/ma_img/big/00035527.png,7,հատ
00035530,Պոմա ծծակ կաթի համար սիլիկոնե 0ամսականից 2111,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094173939,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,Poma Silicone milk teat 0m+ 2111,Пома Соска молочная силикон. 0м+ 2111,1400,https://old.alfapharm.am/ma_img/big/00035530.png,7,հատ
00035529,Պոմա ծծակ կաթի համար սիլիկոնե 4ամսականից 2211,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094173946,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,Poma Silicone milk teat 4m+ 2211,Пома Соска молочная силикон. 4м+ 2211,1270,https://old.alfapharm.am/ma_img/big/00035529.png,7,հատ
00016234,Ծծակ սիլիկոնե Նուկ 709252(709119) 0-6 ամսական թեյի հ-ր,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4008600181088,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Նուկ,Нук,Nuk,Գերմանիա,Germany,Германия,Nuk Silicone teat 709252 (709119) with 0-6 months for tea small,Нук Соска сил. 709252(709119) с 0-6 мес. д/чая смол,1900,https://old.alfapharm.am/ma_img/big/00016234.png,1,տուփ
00014907,Ծծակ սիլիկոնե Նուկ 709253(709120) 0-6ամսական կաթի,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4008600181118,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Նուկ,Нук,Nuk,Գերմանիա,Germany,Германия,Nuk Silicone teat 709253 (709120) with 0-6 months for milk medium,Нук Соска сил. 709253(709120) с 0-6мес д/молока медиум,1880,https://old.alfapharm.am/ma_img/big/00014907.png,2,տուփ
00031433,Ծծակ սիլիկոնի Նուկ 709254 0-6 ամսական շիլսյի հ-ր,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4008600181149,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Նուկ,Нук,Nuk,Գերմանիա,Germany,Германия,Nuk silicone teat 709254 0-6m for porridge large,Нук Соска силиконовая 709254 ФЧ 0-6мес. д/каши лардж,1620,https://old.alfapharm.am/ma_img/big/00031433.png,2,տուփ
00033053,Ծծակ սիլիկոնե Նուկ 721272 6-18 ամսական թեյի հ-ր,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4008600181170,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Նուկ,Нук,Nuk,Գերմանիա,Germany,Германия,Nuk Silicone teat 721272 6-18 months for tea small,Нук Соска силиконовая 721272 ФЧ 6-18 мес. д/чая смол,1900,https://old.alfapharm.am/ma_img/big/00033053.png,2,տուփ
00030066,Ծծակ սիլիկոնե Նուկ 721273 6-18 ամսական կաթի հ-ր միջին,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4008600181200,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Նուկ,Нук,Nuk,Գերմանիա,Germany,Германия,undefined,Нук Соска силиконовая 721273 ФЧ 6-18мес. д/молока медиум,1800,https://old.alfapharm.am/ma_img/big/00030066.png,3,տուփ
00032086,Ծծակ սիլիկոնի Նուկ 721274 6-18 ամսական շիլայի հ-ր,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4008600181231,Մանկական,Մանկական աքսեսուարներ,Ծծակ,Детские,Детские аксессуары,Пустышка,Kids,Children's accessories,Dummy,Buy.am defaults,Նուկ,Нук,Nuk,Գերմանիա,Germany,Германия,Nuk silicone teat 721274 6-18 month for podridge large,Нук Соска силиконовая 721274 ФЧ 6-18мес. д/каши лардж,1900,https://old.alfapharm.am/ma_img/big/00032086.png,2,տուփ
