suppliernumber,name,supplier_1,supplier_3,supplier_4,ЕАН,categories_Arm-1,categories_Arm-2,categories_Arm-3,categories_Rus-1,categories_Rus-2,categories_Rus-3,categories_Eng-1,categories_Eng-2,categories_Eng-3,propertyGroupName,brandName_1,brandName_4,brandName_3,countryName_1,countryName_3,countryName_4,name_3,name_4,Price,image_path,InStock,Unit
00009264,Կանպոլ ափսե կպչուն 4/519,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407045191,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Bowl 4/519 with suction cup,Канпол Миска 4/519 с присоской,3600,https://old.alfapharm.am/ma_img/big/00009264.png,8,հատ
00036752,Կանպոլ ափսե մելամինե բեժ 4/520,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5901691811218,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,undefined,Канпол Миска 4/520 меламиновая с ушами бежевая,2540,https://old.alfapharm.am/ma_img/big/00036752.png,2,հատ
00012131,Կանպոլ ափսե մելամինե կապույտ 4/520,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5901691811188,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,"Canpol Bowl 4/520 melamine with ears, blue",Канпол Миска 4/520 меламиновая с ушами голубая,2560,https://old.alfapharm.am/ma_img/big/00012131.png,3,հատ
00034098,Կանպոլ ափսե մելամինե կարմիր 4/520,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5901691811195,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Bowl 4/520 melamine with ears red,Канпол Миска 4/520 меламиновая с ушами красная,2520,https://old.alfapharm.am/ma_img/big/00034098.png,5,հատ
00034096,Կանպոլ ափսե մելամինե նարնջագույն 4/520,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5901691811201,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Bowl 4/520 melamine with ears orange,Канпол Миска 4/520 меламиновая с ушами оранжевая,2520,https://old.alfapharm.am/ma_img/big/00034096.png,4,հատ
00034097,Կանպոլ ափսե մելամինե վարդագույն 4/520,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5901691811164,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Bowl 4/520 melamine with ears pink,Канпол Миска 4/520 меламиновая с ушами розовая,2520,https://old.alfapharm.am/ma_img/big/00034097.png,3,հատ
00023764,Կանպոլ ափսե մելամինե կանաչ 4/520,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5901691811171,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Bowl 4/520 melamine green with ears,Канпол Миска 4/520 меламиновая с ушками зеленая,2520,https://old.alfapharm.am/ma_img/big/00023764.png,2,հատ
00034099,Կանպոլ ափսե Թոյս մելամինե կապույտ 4/522,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5901691845220,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Bowl 4/522 melamine Toys blue,Канпол Миска 4/522 меламиновая Тойс голубая,2920,https://old.alfapharm.am/ma_img/big/00034099.png,3,հատ
00034100,Կանպոլ ափսե Թոյս մելամինե վարդագույն 4/522,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5901691810938,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Bowl 4/522 melamine Toys pink,Канпол Миска 4/522 меламиновая Тойс розовая,2920,https://old.alfapharm.am/ma_img/big/00034100.png,3,հատ
00012030,Կանպոլ ափսե պլաստմասե 4/416,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407044163,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Plastic bowl 4/416,Канпол Миска пластиковая 4/416,2150,https://old.alfapharm.am/ma_img/big/00012030.png,2,հատ
00035565,Պոմա ափսե 400մլ 6ամսականից 1515,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094173991,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,Poma Plate 400ml 6m+ 1515,Пома Тарелка 400мл 6м+ 1515,3250,https://old.alfapharm.am/ma_img/big/00035565.png,7,հատ
00035564,Պոմա ափսե 240մլ 3615,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094176541,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,Poma Plate with sucker 240ml 3615,Пома Тарелка на присоске 240мл 3615 ,2500,https://old.alfapharm.am/ma_img/big/00035564.png,8,հատ
00029776,Նուբի Ափսե գդալով 5419 4մ+,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,48526676996,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Նուբի,Нуби,Nubi,Չինաստան,China,Китай,Nubi suction plate with spoon 67699 (5419) 4m +,Нуби Тарелочка с присоской и ложкой 67699 (5419) 4м+,3900,https://old.alfapharm.am/ma_img/big/00029776.png,7,հատ
00030931,"Նուբի Ափսե, պիալա, բաժակ, գդալ, պատառաքաղ 6ամիս+",Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5414959032039,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Նուբի,Нуби,Nubi,Չինաստան,China,Китай,"Nuby Plate, bowl, cup, spoon, fork 5498 from bamboo and corn 6m +","Нуби Тарелочка, пиала, чашка, ложка, вилка 5498 из бамбука и кукурузы 6м+",9750,https://old.alfapharm.am/ma_img/big/00030931.png,4,հատ
00009180,Ափփսե կափարիչով և գդալով Նուկ 40255605,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4008600659921,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Նուկ,Нук,Nuk,Գերմանիա,Germany,Германия,Nuk Ocean plate with lid and spoon 40255605,Нук Пиала Океан с крышкой и ложкой 40255605,2900,https://old.alfapharm.am/ma_img/big/00009180.png,5,հատ
00036704,Պոմա խաղալիք Ցուլիկ 12ասմականից 3519,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094172048,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,undefined,Пома Игрушка Бычок с 12мес 3519,1200,https://old.alfapharm.am/ma_img/big/00036704.png,4,հատ
00037154,Պոմա խաղալիք Վիտամիններ 12ամսականից 50119,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094177463,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,undefined,Пома Игрушка Витамины с 12мес 50119,1700,https://old.alfapharm.am/ma_img/big/00037154.png,2,հատ
00037156,Պոմա խաղալիք Մեքենաներ 12ամսականից 51619,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094177593,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,undefined,Пома Игрушка Гонялки с 12мес 51619,2200,https://old.alfapharm.am/ma_img/big/00037156.png,3,հատ
00036318,Պոմա խաղալիք Դելֆին 12ամսականից 2019,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094171003,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,undefined,Пома Игрушка Дельфин с 12мес 2019,1050,https://old.alfapharm.am/ma_img/big/00036318.png,7,հատ
00037596,Պոմա խաղալիք Բարի Կետ 12 ամսականից 2119,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094171010,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,undefined,Пома Игрушка Добрый Кит с 12мес 2119,1100,https://old.alfapharm.am/ma_img/big/00037596.png,3,հատ
00036708,Պոմա խաղալիք Կետ 12 ամսականից 50919,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094177531,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,undefined,Пома Игрушка Кит Малыш с 12мес 50919,800,https://old.alfapharm.am/ma_img/big/00036708.png,2,հատ
00036710,Պոմա խաղալիք Բադիկ 12ամսականից 2219,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094171027,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,undefined,Пома Игрушка Любопытный утенок с 12мес 2219,550,https://old.alfapharm.am/ma_img/big/00036710.png,1,հատ
00036707,Պոմա խաղալիք Գնդակ 12 ամսականից 4119,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094172635,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,undefined,Пома Игрушка Мячик Футбольный с 12мес 4119,900,https://old.alfapharm.am/ma_img/big/00036707.png,6,հատ
00037599,Պոմա խաղալիքների հավաքածու ՄԹԱ 12ամսականից 4619,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094172680,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,undefined,Пома Игрушка набор До нашей эры с 12м 4619,2300,https://old.alfapharm.am/ma_img/big/00037599.png,2,հատ
00036317,Պոմա խաղալիքների հավաքածու Բանջարեղենններ 36ամսականից 51819,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094177616,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,undefined,Пома Игрушка набор Овощи на грядке с 36м 51819,1550,https://old.alfapharm.am/ma_img/big/00036317.png,3,հատ
00037595,Պոմա խաղալիքների հավաքածու Լողալը միասին ուրախ է 12ամսականից 1519,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094170952,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,undefined,Пома Игрушка набор Плавать вместе веселей с 12м 1519,1800,https://old.alfapharm.am/ma_img/big/00037595.png,2,հատ
00037153,Պոմա խաղալիքների հավաքածու Օգնում եմ հայրիկին 12ամսականից 7619,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094174394,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,undefined,Пома Игрушка набор Помогаю Папе с 12 мес 7619,1250,https://old.alfapharm.am/ma_img/big/00037153.png,3,հատ
00036709,Պոմա խաղալիքների հավաքածու Ճանապարհորդություն Աֆրիկայով 36ամսականից 51119,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094177555,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,undefined,Пома Игрушка набор Путешесвие по Африке с 36 мес 51119,1960,https://old.alfapharm.am/ma_img/big/00036709.png,5,հատ
00036316,Պոմա խաղալիքների հավաքածու Հատուկ ծառայություն 12ամսականից 51419,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094177579,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,undefined,Пома Игрушка Набор Спецслужбы с 12м 51419,2300,https://old.alfapharm.am/ma_img/big/00036316.png,2,հատ
00036706,Պոմա խաղալիք Կապիկ 12ամսականից 3719,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094172062,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,undefined,Пома Игрушка Обезьянка с 12мес 3719,840,https://old.alfapharm.am/ma_img/big/00036706.png,6,հատ
00037597,Պոմա խաղալիք Փղիկ 12ամսականից 3019,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094171904,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,undefined,Пома Игрушка Слоник с 12мес 3019,1100,https://old.alfapharm.am/ma_img/big/00037597.png,3,հատ
00037155,Պոմա խաղալիք Եռյակ 12ամսականից 51319,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094177562,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,undefined,Пома Игрушка Тройка с 12мес 51319,2200,https://old.alfapharm.am/ma_img/big/00037155.png,1,հատ
00037152,Պոմա խաղալիք Ճուտիկ 12ամսականից 1819,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094170983,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,undefined,Пома Игрушка Цыпленок-несмышленыш с 12мес 1819,700,https://old.alfapharm.am/ma_img/big/00037152.png,4,հատ
00037598,Պոմա խաղալիք Շնիկ 12ամսականից 3119,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,4607094171911,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Նովիե Լյուդի,Новые Люди,Novie Lyudi,Չինաստան,China,Китай,undefined,Пома Игрушка Щенок с 12мес 3119,1300,https://old.alfapharm.am/ma_img/big/00037598.png,3,հատ
00016780,Կանպոլ խաղալիք բանալի 2/132,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407021324,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Չինաստան,China,Китай,Canpol Rattle 2/132 Keys,Канпол Погремушка 2/132 ключи,2150,https://old.alfapharm.am/ma_img/big/00016780.png,2,հատ
00032487,Կանպոլ խաղալիք թռչուն 2/189,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407021898,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Rattle 2/189 Bird,Канпол Погремушка 2/189 Птичка,1600,https://old.alfapharm.am/ma_img/big/00032487.png,7,հատ
00019891,Կանպոլ խաղալիք ձայնային մեխանիզմով 2/457,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407024578,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Չինաստան,China,Китай,Canpol Rattle 2/457 with ticking mechanism,Канпол Погремушка 2/457 с тикающим механизмом,2650,https://old.alfapharm.am/ma_img/big/00019891.png,11,հատ
00011215,Կանպոլ խաղալիք մկնիկ 2/605,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407026053,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Թայլանդ,Thailand,Таиланд,Canpol Rattle 2/605 bear,Канпол Погремушка 2/605 мишка,1100,https://old.alfapharm.am/ma_img/big/00011215.png,3,տուփ
00019904,Կանպոլ խաղալիք կենդանիներ 56/128,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407561288,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Rattle 56/128 animals,Канпол Погремушка 56/128 животные,1450,https://old.alfapharm.am/ma_img/big/00019904.png,6,հատ
00029650,Չխչխկան 56/137 Հեփի գարդն,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407561370,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Թայլանդ,Thailand,Таиланд,undefined,Канпол Погремушка 56/137 Хэппи гарден,2350,https://old.alfapharm.am/ma_img/big/00029650.png,10,հատ
00025503,Կանպոլ խաղալիք սայլակի համար Արջը մեղրի տարրայով 9/111,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407091112,Մանկական,Մանկական աքսեսուարներ,Խաղալիք,Детские,Детские аксессуары,Игрушка,Kids,Children's accessories,A toy,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Stroller Rattle 9/111 Bear with a jar of honey,Канпол Погремушка д/коляски 9/111 Мишка с банкой меда,12000,https://old.alfapharm.am/ma_img/big/00025503.png,5,տուփ
00034687,Կանպոլ սահմանափակիչ բազմաֆունկցիոնալ x 2 74/011,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407740119,Մանկական,Մանկական աքսեսուարներ,Այլ պարագաներ,Детские,Детские аксессуары,Другие аксессуары,Kids,Children's accessories,Other accessories,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol blocker multifunctional 74/011 x 2,Канпол Блокатор многофункциональный 74/011 x 2 ,1750,https://old.alfapharm.am/ma_img/big/00034687.png,3,տուփ
00034677,"Կանպոլ կաթի շիշ պլաստմասե սիլիկոն ծծակով 0-6ամս, 260մլ բեժ 1/098",Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407010984,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Anti-colic plastic bottle 1/098 with silicone teat 0-6 months 260ml beige,"Канпол Бутылочка 1/098 антиколиковая пласт, с соской сил, 0-6м 260мл бежевая",6600,https://old.alfapharm.am/ma_img/big/00034677.png,5,հատ
00034678,"Կանպոլ կաթի շիշ պլաստմասե սիլիկոնե ծծակով 0-6ամս, 260մլ կապույտ 1/098",Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5901691818477,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Anti-colic plastic bottle 1/098 with silicone teat 0-6 months 260ml blue,"Канпол Бутылочка 1/098 антиколиковая пласт, с соской сил, 0-6м 260мл голубая",6600,https://old.alfapharm.am/ma_img/big/00034678.png,4,հատ
00034679,"Կանպոլ կաթի շիշ պլաստմասե սիլիկոնե ծծակով 0-6ամս, 260մլ վարդագույն 1/098",Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5901691818460,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Anti-colic plastic bottle 1/098 with silicone teat 0-6 months 260ml pink,"Канпол Бутылочка 1/098 антиколиковая пласт, с соской сил, 0-6м 260мл розовая",6600,https://old.alfapharm.am/ma_img/big/00034679.png,5,հատ
00000510,Կանպոլ կաթի շիշ պլաստմասե սիլիկոնե ծծակով 12ամսականից 250մլ 11/815,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407118154,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Bottle 11/815 plastic with silicone teat 250ml with handle 12m +,Канпол Бутылочка 11/815 пласт. с соской сил. 250мл с ручк. 12м+,2370,https://old.alfapharm.am/ma_img/big/00000510.png,4,հատ
00000506,Կանպոլ կաթի շիշ պլաստմասե սիլիկոնե ծծակով 3ամսականից 120մլ 11/820,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407118208,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Եվրոպական Միություն,European Union,Европейский Союз,Canpol Bottle 11/820 plastic with silicone teat 120ml 3m +,Канпол Бутылочка 11/820 пласт. с соской сил. 120мл 3м+,1800,https://old.alfapharm.am/ma_img/big/00000506.png,7,հատ
00037735,Կանպոլ կաթի շիշ պլաստմասե սիլիկոնե ծծակով 120մլ 3ամսականից 11/823,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407118239,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Եվրոպական Միություն,European Union,Европейский Союз,undefined,Канпол Бутылочка 11/823 пласт. с соской сил. 120мл 3м+,2400,https://old.alfapharm.am/ma_img/big/00037735.png,4,հատ
00000508,Կանպոլ կաթի շիշ պլաստմասե սիլիկոնե ծծակով 3ամսականից 250մլ 11/841,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407118413,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Bottle 11/841 plastic with silicone teat 120ml 3m +,Канпол Бутылочка 11/841 пласт. с соской сил. 250мл 3м+,2600,https://old.alfapharm.am/ma_img/big/00000508.png,12,հատ
00029647,Կանպոլ կաթի շիշ պլաստմասե սիլիկոնե ծծակով 12ամսականից 250մլ 11/845,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407118451,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,undefined,Канпол Бутылочка 11/845 пласт. с соской сил. 250мл с ручками 12м+,2750,https://old.alfapharm.am/ma_img/big/00029647.png,11,հատ
00000503,Կանպոլ կաթի շիշ պլաստմասե սիլիկոնե ծծակով 3ամսականից 120մլ 11/851,Ալֆա Ֆարմ,Alfa Pharm,Альфа Фарм,5903407118512,Մանկական,Մանկական աքսեսուարներ,Սպասք,Детские,Детские аксессуары,Посуда,Kids,Children's accessories,Tableware,Buy.am defaults,Կանպոլ Բեբիս,Канпол Беби,Canpol Beby,Լեհաստան,Poland,Польша,Canpol Bottle 11/851 plastic with silicone teat 120ml 3m +,Канпол Бутылочка 11/851 пласт. с соской сил. 120мл 3м+,2010,https://old.alfapharm.am/ma_img/big/00000503.png,12,հատ
